model,system,issue_id,title,package,predicted_priority,true_priority,confidence,reason
qwen2.5:14b,A,7010,Fix XCODE5 build issues with MdeModulePkg builds (Bugzilla Bug 572),mdemodulepkg,low,low,0.8,Similar to other build-related issues in mdemodulepkg which are typically low priority.
qwen2.5:14b,A,7009,"Pressing ESC from ""PXE windows Boot manager"" causes ASSERT (Bugzilla Bug 571)",networkpkg,high,high,0.85,Similar to other networkpkg issues that cause ASSERT or boot failures.
qwen2.5:14b,A,7008,Use PdbStringOffset to get PDB info in MemoryProfileInfo (Bugzilla Bug 570),mdemodulepkg,low,low,0.85,The issue is related to getting PDB info and does not indicate critical system failure or security vulnerability.
qwen2.5:14b,A,7007,Current SMI handler profile handles no PDB case incorrectly (Bugzilla Bug 569),mdemodulepkg,low,low,0.8,The issue is related to handling of PDB cases in SMI handler profile which does not seem to impact core functionality or stability.
qwen2.5:14b,A,7006,Update SMI handler profile data structure to use fixed data type and be natural aligned (Bugzilla Bug 568),mdemodulepkg,medium,low,0.85,Similar to other mdemodulepkg issues with medium priority.
qwen2.5:14b,A,7005,String read buffer overflow in BasePrintLibSPrintMarker() (Bugzilla Bug 567),mdepkg,high,low,0.85,Buffer overflow issues typically indicate high severity due to potential security vulnerabilities.
qwen2.5:14b,A,7004,String buffer read overflow in InternalShellPrintWorker() (Bugzilla Bug 566),shellpkg,high,low,0.9,Similar to other buffer overflow issues in shellpkg which are classified as high priority.
qwen2.5:14b,A,7003,Fix X64 XCODE5/NASM compatibility issue in UefiCpuPkg MpInitLib (Bugzilla Bug 565),ueficpupkg,medium,low,0.8,Similar to other issues in ueficpupkg that do not explicitly state high severity.
qwen2.5:14b,A,9584,XCODE tool chain not compatible with 4KB aligned PE/COFF sections (Bugzilla Bug 564),basetools,high,high,0.85,Similar to other high priority issues in basetools package related to toolchain compatibility and alignment problems.
qwen2.5:14b,A,7000,Add -D NO_MSABI_VAARGS define to CC_FLAGS for X64 XCODE5 builds (Bugzilla Bug 561),basetools,low,low,0.8,The issue is about adding a define to build flags and does not indicate critical functionality or security impact.
qwen2.5:14b,A,6999,Use FINIT instead of define bytes in X64 specific BaseUefiCpuLib InitializeFpu.nasm file (Bugzilla Bug 560),ueficpupkg,low,medium,0.8,The issue is about improving code clarity and maintainability without indicating any critical security or functionality impact.
qwen2.5:14b,A,6998,Add XCODE specific [BuildOptions] to prevent OVMF build breaks (Bugzilla Bug 559),ovmfpkg,medium,low,0.8,Similar to other build configuration issues in ovmfpkg.
qwen2.5:14b,A,6997,Update .gitignore for macOS to ignore .DS_Store files (Bugzilla Bug 558),-,low,low,0.85,The issue is about updating .gitignore which typically does not impact functionality or stability.
qwen2.5:14b,A,6996,Use .rodata instead of .rdata in BaseUefiCpuLib NASM files to address XCODE5 build failures (Bugzilla Bug 556),ueficpupkg,medium,medium,0.85,Similar to other NASM file issues in UEfiCpuPkg that have been classified as medium priority.
qwen2.5:14b,A,6995,Add missing JMP instruction in IA32 version of SmiEntry.S in PiSmmCpuDxeSmm (Bugzilla Bug 555),ueficpupkg,high,medium,0.85,Similar to other high priority issues in ueficpupkg related to CPU and SMM functionality.
qwen2.5:14b,A,6994,Return an error instead if ASSERT() from LogoDxe if HII Image Package is not found (Bugzilla Bug 554),mdemodulepkg,low,medium,0.8,The issue is about improving error handling in a module and does not impact core functionality or security.
qwen2.5:14b,A,6993,Remove left shift of negative value from PcAtChipsetPkg SerialIoLib for XCODE5 compatibility (Bugzilla Bug 553),pcatchipsetpkg,low,medium,0.8,The issue is about compatibility with XCODE5 and does not indicate severe performance or functionality impact.
qwen2.5:14b,A,6992,Variable return size issue in BmCollectKeyOptions() (Bugzilla Bug 547),mdemodulepkg,medium,medium,0.85,Similar to other issues in mdemodulepkg with variable handling problems.
qwen2.5:14b,A,6986,consume FIT table for Microcode udpate (Bugzilla Bug 540),ueficpupkg,medium,medium,0.8,No specific severity indicators; similar to other issues in ueficpupkg without high priority flags.
qwen2.5:14b,A,9581,[BaseTools] GenFw : a heap corruption detected at GenFw.c:2691 (Bugzilla Bug 539),basetools,high,low,0.85,Heap corruption is a severe memory safety issue similar to other high priority bugs in BaseTools.
qwen2.5:14b,A,6985,[BaseTools] Split : a segmentation fault in GetSplitValue () at Split.c:106 (Bugzilla Bug 538),basetools,high,low,0.85,The issue involves a segmentation fault which is typically a critical error indicating high severity.
qwen2.5:14b,A,6984,[BaseTools] GenSec : a segmentation fault in main () at GenSec.c:1123 (Bugzilla Bug 537),basetools,high,low,0.85,The issue involves a segmentation fault in BaseTools which is critical and similar to other high priority issues related to BaseTools.
qwen2.5:14b,A,6983,[BaseTools] GenFfs : a segmentation fault from vsprintf()/vfprintf() (Bugzilla Bug 536),basetools,high,low,0.85,The issue involves a segmentation fault which is typically a severe problem leading to crashes or undefined behavior.
qwen2.5:14b,A,6982,[BaseTools] GenCrc32: a buffer overflow in CalculateCrc32 () at Crc32.c:313 (Bugzilla Bug 535),basetools,high,low,0.9,Buffer overflow vulnerabilities are typically high severity due to potential for exploitation.
qwen2.5:14b,A,6981,[BaseTools] EfiRom :  a segmentation fault from vsprintf()/vfprintf() (Bugzilla Bug 534),basetools,high,low,0.85,The issue involves a segmentation fault which is typically severe and impacts BaseTools similar to other high priority issues in this package.
qwen2.5:14b,A,6980,[BaseTools] EfiLdrImage : a segmentation fault from vfprintf() (Bugzilla Bug 533),basetools,high,low,0.85,The issue involves a segmentation fault which is typically a critical error leading to high priority.
qwen2.5:14b,A,6979,[BaseTools] VfrCompile :  a segmentation fault in CVfrCompiler::GenRecordListFile() at VfrCompiler.cpp:929 (Bugzilla Bug 532),basetools,high,low,0.85,The issue involves a segmentation fault in BaseTools which is similar to other high priority issues related to critical failures in tools.
qwen2.5:14b,A,6978,Memory leak in SmiHandlerProfile related code (Bugzilla Bug 530),mdemodulepkg,high,low,0.85,Memory leaks are typically high priority due to potential stability and security issues.
qwen2.5:14b,A,6977,Inconsistent usage of LineWidth for options cause incorrect  UI display of some menu (Bugzilla Bug 529),mdemodulepkg,medium,low,0.8,Similar to other UI display issues in mdemodulepkg which are typically medium priority.
qwen2.5:14b,A,6975,[MtrrLib] wronlgy reports OutOfResource when the actual required MTRR number is less than HW capacity (Bugzilla Bug 526),ueficpupkg,medium,low,0.8,Similar to other issues in ueficpupkg with medium priority.
qwen2.5:14b,A,6974,"SMBIOS installed as configuration table, instead of using SmbiosDxe protocol (Bugzilla Bug 525)",corebootmodulepkg,medium,low,0.8,Similar to other issues in MdeModulePkg with medium priority due to protocol misuse.
qwen2.5:14b,A,6973,error: device tree must be supplied (Bugzilla Bug 524),armvirtpkg,high,low,0.85,The error message indicates a critical requirement for device tree which is essential for ARM virtualization firmware.
qwen2.5:14b,A,6972,[BaseTools] GenFw: A segmentation fault caused by dereferencing invalid pointer in ElfConvert.c::CoffAddFixupEntry() (Bugzilla Bug 516),-,high,low,0.9,"The issue involves a segmentation fault in BaseTools, similar to other high priority issues related to critical bugs in core tools."
qwen2.5:14b,A,6971,[BaseTools] GenFw: A segmentation fault caused by memcpy in Elf32Convert.c::WriteSections32() (Bugzilla Bug 515),basetools,high,low,0.9,The issue involves a segmentation fault which is typically a severe error indicating high priority.
qwen2.5:14b,A,6970,ASSERT in DxeServicesLib:InternalGetSectionFromFv (Bugzilla Bug 514),mdepkg,high,medium,0.85,ASSERT errors typically indicate critical failures that can crash systems or cause data corruption.
qwen2.5:14b,A,6968,[PiSmmCpuDxeSmm] gSmst->SmmStartupThisAp failed in ConfigSmmCodeAccessCheck() if PcdCpuHotPlugSupport is TRUE (Bugzilla Bug 512),ueficpupkg,high,low,0.85,The issue involves a critical failure in SmmStartupThisAp which is related to CPU hot plug support and could impact system stability.
qwen2.5:14b,A,6967,Recent change to UefiCpuPkg/CpuDxe causes assert in CbSupportDxe (Bugzilla Bug 511),corebootmodulepkg,high,low,0.85,"The issue involves an assert failure in a core component, similar to other high priority issues affecting core modules."
qwen2.5:14b,A,6966,Interval for iscoh endpoint context in XHCI (Bugzilla Bug 510),mdemodulepkg,medium,medium,0.8,Similar to other mdemodulepkg issues with medium priority.
qwen2.5:14b,A,6965,[MpInitLib] Set AP state after X2APIC mode enabled (Bugzilla Bug 505),ueficpupkg,high,low,0.8,The issue involves critical processor initialization and state management after enabling X2APIC mode.
qwen2.5:14b,A,6964,[PeCoffGetEntryPointLib] Fix spelling issue (Bugzilla Bug 503),mdepkg,low,low,0.9,The issue is about fixing a spelling mistake which does not impact functionality or security.
qwen2.5:14b,A,6963,build.py: [patch] typo in function name (LanuchPostbuild => LaunchPostbuild) (Bugzilla Bug 502),basetools,low,high,0.9,Typo correction in function name is a minor issue with low impact.
qwen2.5:14b,A,6962,Can not build AppPkg when set toolchain to XCODE5 (Bugzilla Bug 501),mdepkg,medium,medium,0.8,Similar to other build failure issues in different packages with medium priority.
qwen2.5:14b,A,6961,[UefiCpuPkg/CpuMpPei] Borrow the space below 1MB for AP reset vector (Bugzilla Bug 500),ueficpupkg,medium,low,0.8,Similar to other issues in ueficpupkg without a clear indication of high severity.
qwen2.5:14b,A,6960,Incorrect RemoveEntryList causes exception in the Transmit error path for Ip4Dxe (Bugzilla Bug 499),mdemodulepkg,high,medium,0.85,Similar to other high priority issues in mdemodulepkg related to network and transmit errors.
qwen2.5:14b,A,6959,build.py: hardcoded /bin/bash for PreBuild/PostBuild scripts is not good (Bugzilla Bug 498),basetools,medium,high,0.8,Similar to other build script issues in basetools package.
qwen2.5:14b,A,6958,[MpInitLib] programming virtual wired mode on BSP (Bugzilla Bug 496),ueficpupkg,medium,medium,0.85,Similar to other issues in ueficpupkg with medium priority.
qwen2.5:14b,A,6957,BaseTools: VolInfo --hash option report failure when the OPENSSL_PATH has space characters (Bugzilla Bug 495),basetools,medium,medium,0.8,Similar to other BaseTools issues but lacks high severity indicators like crashes or security vulnerabilities.
qwen2.5:14b,A,6956,Error Status value may be overridden by error handling in UfsHcDriverBindingStart (Bugzilla Bug 494),mdemodulepkg,medium,medium,0.85,Similar to other issues in mdemodulepkg with medium priority due to potential error handling issues but no explicit high severity indicators.
qwen2.5:14b,A,6955,"""PCI"" command doesn't show the PCIE extended configuration content (Bugzilla Bug 493)",shellpkg,medium,low,0.8,Similar to other shellpkg issues that are medium priority.
qwen2.5:14b,A,6954,TerminalDxe occupies too much volatile variable storage for ConInDev/ConOutDev/ErrOutDev (Bugzilla Bug 492),mdemodulepkg,low,low,0.85,The issue is about optimizing storage usage which does not directly impact security or critical functionality.
qwen2.5:14b,A,6953,move generic function - OpalIsValidMmioSpace from OPAL driver to library (Bugzilla Bug 491),securitypkg,medium,medium,0.85,Similar to other issues in securitypkg with medium priority.
qwen2.5:14b,A,6952,SUT hangs after performing a warm boot. (Bugzilla Bug 489),networkpkg,high,medium,0.85,The issue involves system hang after warm boot which is a critical failure indicating high severity.
qwen2.5:14b,A,6951,Shell MEMMAP cannot print OemType or OsType memory information (Bugzilla Bug 488),shellpkg,low,medium,0.8,The issue is about a missing feature in Shell MEMMAP command and does not indicate critical system failure or security vulnerability.
qwen2.5:14b,A,6950,UndiRuntimeDxe module fails in Linux due to incorrect ABI/calling convention (Bugzilla Bug 487),optionrompkg,medium,medium,0.8,Similar to other issues in optionrompkg with medium priority.
qwen2.5:14b,A,6949,TcpDxe: TCP deadlock after recovering from ZeroWindow (Bugzilla Bug 486),mdemodulepkg,high,low,0.85,Similar to other high priority issues in mdemodulepkg related to network stack deadlocks.
qwen2.5:14b,A,6948,Potential recursive loop in BmExpandUsbDevicePath (Bugzilla Bug 475),mdemodulepkg,medium,medium,0.85,Similar to other issues in mdemodulepkg with moderate severity.
qwen2.5:14b,A,6947,DxeCore DEBUG message to print GUID value with GUID data type (Bugzilla Bug 474),mdemodulepkg,low,high,0.8,The issue is about improving debug message formatting and does not impact functionality or performance.
qwen2.5:14b,A,6946,"BaseTools: the file of ""MODULE_UNI_FILE"" is not copy into OUTPUT dir (Bugzilla Bug 473)",basetools,medium,medium,0.8,Similar to other BaseTools issues but lacks high severity indicators like build failures or critical warnings.
qwen2.5:14b,A,6945,ConsistMapping confuses StrLen and StrSize (Bugzilla Bug 470),shellpkg,medium,medium,0.85,Similar to other issues in shellpkg with medium priority.
