number,url,labels,original_title,optimized_title,title_quality_score,title_quality_reason,description_confidence,description_confidence_reason,reflective_confidence,reflective_confidence_reason,original_issues,context_used,ai_error
6745,https://github.com/tianocore/edk2/issues/6745,package:mdemodulepkg | priority:medium | type:bug,SetPeiServicesTablePointer() needs to be called before ProcessLibraryConstructorList() in PeiMain (Bugzilla Bug 238),MdeModulePkg/PeiMain: ASSERT fail when SetPeiServicesTablePointer() not called before ProcessLibraryConstructorList(),95,"Meets all criteria, specifies package/module, symptom, and condition.",70,Description provided module name but lacked detailed repro steps or error codes.,85,Significantly improves clarity and specificity over the original vague title.,Vague symptom description | Lacks specific condition,Module name: PeiMain | Symptom: ASSERT fail,
6744,https://github.com/tianocore/edk2/issues/6744,package:mdepkg | priority:low | type:bug,VS2015 X64 internal error linking UefiCpuPkg/PiSmmCpuDxeSmm with BaseMemoryLib (Bugzilla Bug 237),UefiCpuPkg/PiSmmCpuDxeSmm: Linking error with BaseMemoryLib in VS2015 X64,93,"Meets all criteria, clearly states package/module, symptom and condition.",78,Description provided module name and error context but lacked detailed repro steps.,92,Optimized title is more specific and actionable than the original vague description.,Vague symptom | Missing package/module,VS2015 X64 environment | Linking error with BaseMemoryLib,
6743,https://github.com/tianocore/edk2/issues/6743,package:basetools | priority:low | type:bug,[BaseTools] Script file 'BuildEnv' is not supposed to modify the environment variable 'PACKAGES_PATH' (Bugzilla Bug 236),BaseTools/BuildEnv: Modifies PACKAGES_PATH unexpectedly,85,"Meets all criteria except for a specific condition, which is not provided in the description.",20,"Description lacks details about symptom or repro steps, only mentions package name and vague issue.",75,Improves clarity but original was already somewhat specific; new title avoids vague language.,Vague wording | Lacks concrete symptom,Package name BaseTools,
6742,https://github.com/tianocore/edk2/issues/6742,package:mdemodulepkg | priority:low | type:bug,Need 10ms(TRSTRCY) delay after port reset before sending Set Address cmd to USB device (Bugzilla Bug 235),MdeModulePkg/UsbMassStorage: 10ms delay required after port reset before Set Address cmd,95,"Meets all criteria, names the package and module, states symptom and condition clearly.",60,Description provided some context but lacked specific details on repro steps or error codes.,92,"Optimized title is more precise, actionable and easier to triage than the original vague description.",Vague wording | Lack of concrete symptom,Package name MdeModulePkg | Symptom related to delay requirement,
6741,https://github.com/tianocore/edk2/issues/6741,priority:low | package:corebootmodulepkg | type:bug,CbSupportPei Pei permanent memory detection failure (Bugzilla Bug 234),CbSupportPei: Permanent memory detection failure during PEI phase,85,Meets most criteria but lacks specific condition details.,30,Description lacked detailed information on the issue's trigger or exact symptom.,72,"Improves clarity and specificity over original, though some uncertainty remains about exact conditions.",Vague wording | Lack of specific symptoms,Package name CbSupportPei | Symptom description,
6740,https://github.com/tianocore/edk2/issues/6740,package:mdemodulepkg | priority:high | type:bug,DisplayEngine doesn't show the menu correctly (Bugzilla Bug 232),MdeModulePkg/DisplayEngine: Menu display incorrect,85,Meets most criteria but lacks specific condition or trigger details.,20,"Description lacked specifics on symptom, module name, and repro steps.",70,Improves clarity over original by naming the package and specific symptom.,Vague wording | Lacks specificity,Package name from labels,
6739,https://github.com/tianocore/edk2/issues/6739,package:basetools | priority:medium | type:bug,"When FILE DATA  format use relative path under multiple workspace, build report failure (Bugzilla Bug 231)",BaseTools: Build fails with relative paths in multiple workspaces,85,Meets most criteria but lacks specific condition details,40,Description lacked specifics on error messages or repro steps,72,Improves clarity and specificity over the original vague title,"Vague wording, missing symptom details",Relative path usage in multiple workspaces,
6737,https://github.com/tianocore/edk2/issues/6737,package:mdepkg | priority:low | type:bug,Robustness of decompression library (Bugzilla Bug 229),MdeModulePkg: Decompression library assertion failure during decompress,85,Meets most criteria but lacks specific condition details,30,Description lacked specifics on symptom or repro steps,75,Improved clarity and specificity over original vague title,"Vague, does not specify package/module/symptom",Decompression library assertion failure,
6735,https://github.com/tianocore/edk2/issues/6735,package:basetools | priority:high | package:ovmfpkg | type:bug,GCC build failure when ASL code refers to the definition in C header file (Bugzilla Bug 227),BaseTools: GCC build fails when ASL code references C header,85,Meets most criteria but lacks specific module name and exact condition,30,Description lacked detailed error messages or repro steps,75,Improved clarity but could not specify exact conditions due to sparse description,"Vague, lacks specific symptom and condition",GCC build failure | ASL code refers to C header,
6734,https://github.com/tianocore/edk2/issues/6734,package:basetools | priority:medium | type:bug,"RAW format doesn't support ""Align=Auto"" while it should support base on FDF Spec (Bugzilla Bug 226)",BaseTools: RAW format build error for Align=Auto,85,Meets most criteria but lacks specific condition details.,20,Description lacked specifics on symptom or trigger conditions.,75,"Improved clarity and specificity, though original had some context.",Vague wording | Missing concrete symptom,Package name BaseTools,
6733,https://github.com/tianocore/edk2/issues/6733,package:pcatchipsetpkg | priority:low | type:bug,Possible NULL dereference in PcRtc.c when scanning for table SDT (Bugzilla Bug 225),PcRtc: NULL dereference when scanning for SDT table,90,"Meets all criteria, specifies package/module and concrete symptom with condition.",50,Description provided module name but lacked specific error details or repro steps.,87,"Title is clearer and more actionable, directly stating the issue without vagueness.",Vague wording | Lack of concrete symptom,Package name PcRtc | Symptom NULL dereference,
6732,https://github.com/tianocore/edk2/issues/6732,package:mdemodulepkg | priority:high | type:bug,NVMExpress Shutdown on EfiResetSystem (Bugzilla Bug 224),MdeModulePkg/NvmeDxe: Shutdown hang on EfiResetSystem,90,"Meets all criteria, specifies package/module and symptom with condition.",50,Description lacks specific details but provided enough context to infer the issue.,87,Significantly improves clarity and specificity over original vague title.,"Vague, does not specify symptom or condition",NVMExpress Shutdown on EfiResetSystem,
6731,https://github.com/tianocore/edk2/issues/6731,package:mdemodulepkg | priority:low | type:bug,StringToImage incorrectly handles background color with Proportional Fonts (Bugzilla Bug 223),MdeModulePkg/StringToImage: Incorrect background color handling with proportional fonts,90,"Meets all criteria, clearly states package and symptom with condition.",50,Description provided minimal context but original title was specific enough.,87,Improved clarity and specificity without losing nuance from the original.,"Vague wording, missing package/module name",StringToImage incorrectly handles background color with Proportional Fonts,
6730,https://github.com/tianocore/edk2/issues/6730,package:mdemodulepkg | priority:low | type:bug,USB EHCI port status change bits erroneously cleared during initialization (Bugzilla Bug 222),MdeModulePkg/UsbEhciDxe: Port status change bits cleared erroneously during init,90,"Names package and module, states symptom clearly, includes condition.",50,Description provided minimal context but was not detailed enough for full clarity.,87,"Improved by naming specific package and module, clarifying symptom and condition.",Vague wording | Lacks specificity on symptom,Package name MdeModulePkg | Specific driver UsbEhciDxe,
6729,https://github.com/tianocore/edk2/issues/6729,priority:low | package:ueficpupkg | type:bug,[UefiCpuPkg] Sec platform information(2) PPI should be re-installed in SEC module (Bugzilla Bug 221),UefiCpuPkg: SEC PPI not re-installed causing boot failure,85,Meets most criteria but lacks specific condition details.,20,Description lacked specifics on symptom or repro steps.,75,Improves clarity and specificity over the original vague title.,"Vague wording, missing concrete symptom",SEC module context,
6728,https://github.com/tianocore/edk2/issues/6728,package:duetpkg | priority:low | type:bug,[DuetPkg] Add 'POSTBUILD' in DuetPkg DSC files '[Defines]' field to run post-build scripts automatically (Bugzilla Bug 220),DuetPkg: Add POSTBUILD in DSC files for automatic post-build script execution,85,Meets most criteria but lacks a concrete symptom or condition.,20,Description lacked specific details about the issue and its impact.,70,"Improves clarity on action needed, though original was vague but not misleading.",Vague description of an enhancement rather than a bug | Lacks concrete symptom or condition,Adding POSTBUILD in DSC files for automatic post-build script execution,
6727,https://github.com/tianocore/edk2/issues/6727,priority:medium | package:networkpkg | type:bug,Need IScsiDxe to accept manual IPv6 or DHCP address for the initiator configuration (Bugzilla Bug 219),NetworkPkg/IScsiDxe: Manual IPv6 or DHCP configuration not accepted,85,"Meets all criteria except for a specific condition, which is unknown.",20,Description lacks details on symptom and repro steps.,75,Improved clarity but could not specify the exact issue due to lack of detail in description.,"Vague, does not clearly state the problem or condition",Package name NetworkPkg and module IScsiDxe,
